command= python3 -u /u/zjian1/ASTZ/py_code/generate_stencil_list.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
[31mTotal CR= 1172.167 [0m
qb_min= -4, qb_max= 13
max_err= 821.3380126953125
max_rel_err= 0.050
[31mpsnr= 39.310 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_101.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_101.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1737.26171875, data_max:14576.845703125
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.882
Zstd CR= 32.728
[31mTotal CR= 1043.441 [0m
qb_min= -4, qb_max= 15
max_err= 815.701171875
max_rel_err= 0.050
[31mpsnr= 39.087 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_102.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_102.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1689.1220703125, data_max:14534.9326171875
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.896
Zstd CR= 36.423
[31mTotal CR= 1161.735 [0m
qb_min= -4, qb_max= 13
max_err= 811.17724609375
max_rel_err= 0.050
[31mpsnr= 38.749 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_110.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_110.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1596.572509765625, data_max:14680.1064453125
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.965
Zstd CR= 306.831
[31mTotal CR= 9807.707 [0m
qb_min= -1, qb_max= 10
max_err= 813.0726318359375
max_rel_err= 0.050
[31mpsnr= 42.089 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.962
Zstd CR= 195.680
[31mTotal CR= 6254.269 [0m
qb_min= -2, qb_max= 8
max_err= 793.907958984375
max_rel_err= 0.050
[31mpsnr= 41.998 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_112.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_112.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1639.9715576171875, data_max:6492.20556640625
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.814
Zstd CR= 17.802
[31mTotal CR= 566.346 [0m
qb_min= -3, qb_max= 8
max_err= 406.607666015625
max_rel_err= 0.050
[31mpsnr= 37.621 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_120.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_120.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1729.326171875, data_max:14589.603515625
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.958
Zstd CR= 146.889
[31mTotal CR= 4694.287 [0m
qb_min= -2, qb_max= 9
max_err= 815.7841796875
max_rel_err= 0.050
[31mpsnr= 41.012 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_121.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_121.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1644.2252197265625, data_max:14178.0556640625
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.951
Zstd CR= 115.247
[31mTotal CR= 3682.200 [0m
qb_min= -3, qb_max= 12
max_err= 791.1004638671875
max_rel_err= 0.050
[31mpsnr= 40.960 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_122.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_122.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1617.020263671875, data_max:14277.412109375
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.956
Zstd CR= 147.558
[31mTotal CR= 4715.422 [0m
qb_min= -2, qb_max= 10
max_err= 794.637939453125
max_rel_err= 0.050
[31mpsnr= 40.819 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_200.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_200.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1656.5836181640625, data_max:14721.267578125
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.839
Zstd CR= 24.591
[31mTotal CR= 782.952 [0m
qb_min= -5, qb_max= 14
max_err= 818.890869140625
max_rel_err= 0.050
[31mpsnr= 38.237 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_201.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_201.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1688.6341552734375, data_max:14600.322265625
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.819
Zstd CR= 21.313
[31mTotal CR= 678.145 [0m
qb_min= -4, qb_max= 14
max_err= 814.444091796875
max_rel_err= 0.050
[31mpsnr= 37.786 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_202.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_202.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1628.049560546875, data_max:14528.951171875
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.841
Zstd CR= 24.097
[31mTotal CR= 767.266 [0m
qb_min= -6, qb_max= 13
max_err= 807.8482666015625
max_rel_err= 0.050
[31mpsnr= 37.608 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_210.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_210.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1685.0234375, data_max:10417.0166015625
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.937
Zstd CR= 63.983
[31mTotal CR= 2043.421 [0m
qb_min= -2, qb_max= 8
max_err= 605.1015625
max_rel_err= 0.050
[31mpsnr= 39.999 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_211.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_211.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1647.2457275390625, data_max:14374.0654296875
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.953
Zstd CR= 120.942
[31mTotal CR= 3864.509 [0m
qb_min= -2, qb_max= 9
max_err= 801.0419921875
max_rel_err= 0.050
[31mpsnr= 41.004 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_212.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_212.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1683.9925537109375, data_max:5711.28466796875
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.525
Zstd CR= 8.573
[31mTotal CR= 270.260 [0m
qb_min= -3, qb_max= 6
max_err= 369.7628173828125
max_rel_err= 0.050
[31mpsnr= 36.078 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_220.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_220.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1701.1595458984375, data_max:11905.833984375
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.908
Zstd CR= 42.883
[31mTotal CR= 1368.323 [0m
qb_min= -2, qb_max= 8
max_err= 680.347900390625
max_rel_err= 0.050
[31mpsnr= 38.925 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_221.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_221.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1656.0435791015625, data_max:14393.1142578125
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.936
Zstd CR= 75.401
[31mTotal CR= 2408.009 [0m
qb_min= -2, qb_max= 8
max_err= 802.451416015625
max_rel_err= 0.050
[31mpsnr= 39.916 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_222.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_222.bin_5.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1630.7646484375, data_max:14446.5244140625
torch.Size([1, 1, 6, 2, 9])
torch.Size([1, 1, 11, 2, 9])
torch.Size([1, 1, 11, 4, 9])
torch.Size([1, 1, 11, 4, 17])
torch.Size([1, 1, 11, 8, 17])
torch.Size([1, 1, 11, 16, 17])
torch.Size([1, 1, 11, 31, 17])
torch.Size([1, 1, 11, 62, 17])
torch.Size([1, 1, 11, 62, 33])
torch.Size([1, 1, 11, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 22, 62, 130])
torch.Size([1, 1, 22, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.942
Zstd CR= 86.638
[31mTotal CR= 2767.420 [0m
qb_min= -4, qb_max= 10
max_err= 803.85986328125
max_rel_err= 0.050
[31mpsnr= 39.844 [0m
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 2.000000. Selected beta: 4.000000. Best bitrate: 0.051735. Best PSNR: 41.479913.
